2.7797400000000003,0.0,19.58,0,0.871,4.9030000000000005,97.8,1.3459,5,403.0,14.7,396.9,29.29
2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403.0,14.7,172.91,27.8
2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403.0,14.7,169.27,16.65
2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403.0,14.7,391.71,29.53
2.3309900000000003,0.0,19.58,0,0.871,5.186,93.8,1.5296,5,403.0,14.7,356.99,28.32
2.73397,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403.0,14.7,351.85,21.45
1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403.0,14.7,372.8,14.1
1.49632,0.0,19.58,0,0.871,5.404,100.0,1.5916,5,403.0,14.7,341.6,13.28
1.12658,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403.0,14.7,343.28,12.12
2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403.0,14.7,261.95,15.79
1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403.0,14.7,321.02,15.12
3.53501,0.0,19.58,1,0.871,6.152,82.6,1.7455,5,403.0,14.7,88.01,15.02
2.44668,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403.0,14.7,88.63,16.14
1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403.0,14.7,363.43,4.59
1.34284,0.0,19.58,0,0.605,6.066,100.0,1.7573,5,403.0,14.7,353.89,6.43
1.4250200000000002,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403.0,14.7,364.31,7.39
1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403.0,14.7,338.92,5.5
1.46336,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403.0,14.7,374.43,1.73
1.83377,0.0,19.58,1,0.605,7.8020000000000005,98.2,2.0407,5,403.0,14.7,389.61,1.92
1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403.0,14.7,388.45,3.32
2.24236,0.0,19.58,0,0.605,5.854,91.8,2.4219999999999997,5,403.0,14.7,395.11,11.64
2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403.0,14.7,240.16,9.81
2.01019,0.0,19.58,0,0.605,7.928999999999999,96.2,2.0459,5,403.0,14.7,369.3,3.7
1.80028,0.0,19.58,0,0.605,5.877000000000001,79.2,2.4259,5,403.0,14.7,227.61,12.14
2.3004,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403.0,14.7,297.09,11.1
2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403.0,14.7,330.04,11.32
1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403.0,14.7,292.29,14.43
2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403.0,14.7,348.13,12.03
0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296.0,16.6,396.9,14.69
0.09178,0.0,4.05,0,0.51,6.416,84.1,2.6463,5,296.0,16.6,395.5,9.04
0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296.0,16.6,393.23,9.64
0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296.0,16.6,390.96,5.33
0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296.0,16.6,393.23,10.11
0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296.0,16.6,395.6,6.29
0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296.0,16.6,391.27,6.92
0.0578,0.0,2.46,0,0.488,6.98,58.4,2.8289999999999997,3,193.0,17.8,396.9,5.04
0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193.0,17.8,395.56,7.56
0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193.0,17.8,396.9,9.45
0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193.0,17.8,394.12,4.82
0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193.0,17.8,396.9,5.68
0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193.0,17.8,391.0,13.98
0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193.0,17.8,387.11,13.15
0.056020000000000014,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193.0,17.8,392.63,4.45
0.07875,45.0,3.44,0,0.43700000000000006,6.782,41.1,3.7886,5,398.0,15.2,393.87,6.68
0.12579,45.0,3.44,0,0.43700000000000006,6.556,29.1,4.5667,5,398.0,15.2,382.84,4.56
0.0837,45.0,3.44,0,0.43700000000000006,7.185,38.9,4.5667,5,398.0,15.2,396.9,5.39
0.09068,45.0,3.44,0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5,398.0,15.2,377.68,5.1
0.06911,45.0,3.44,0,0.43700000000000006,6.739,30.8,6.4798,5,398.0,15.2,389.71,4.69
0.08664,45.0,3.44,0,0.43700000000000006,7.178,26.3,6.4798,5,398.0,15.2,390.49,2.87
0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265.0,15.6,393.37,5.03
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265.0,15.6,376.7,4.38
0.01381,80.0,0.46,0,0.42200000000000004,7.875,32.0,5.6484,4,255.0,14.4,394.23,2.97
0.04011,80.0,1.52,0,0.40399999999999997,7.287000000000001,34.1,7.309,2,329.0,12.6,396.9,4.08
0.04666,80.0,1.52,0,0.40399999999999997,7.107,36.6,7.309,2,329.0,12.6,354.31,8.61
0.03768,80.0,1.52,0,0.40399999999999997,7.274,38.3,7.309,2,329.0,12.6,392.2,6.62
0.0315,95.0,1.47,0,0.40299999999999997,6.975,15.3,7.6534,3,402.0,17.0,396.9,4.56
0.01778,95.0,1.47,0,0.40299999999999997,7.135,13.9,7.6534,3,402.0,17.0,384.3,4.45
0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348.0,14.7,393.77,7.43
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348.0,14.7,395.38,3.11
0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224.0,14.7,392.78,3.81
0.02009,95.0,2.68,0,0.4161,8.033999999999999,31.9,5.118,4,224.0,14.7,390.55,2.88
0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277.0,18.6,396.9,10.87
0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277.0,18.6,394.87,10.97
0.25199,0.0,10.59,0,0.489,5.7829999999999995,72.7,4.3549,4,277.0,18.6,389.43,18.06
0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277.0,18.6,381.32,14.66
0.43571,0.0,10.59,1,0.489,5.343999999999999,100.0,3.875,4,277.0,18.6,396.9,23.09
0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277.0,18.6,393.25,17.27
0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277.0,18.6,395.24,23.98
0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277.0,18.6,390.94,16.03
0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277.0,18.6,385.81,9.38
0.28955,0.0,10.59,0,0.489,5.412000000000001,9.8,3.5875,4,277.0,18.6,348.93,29.55
0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277.0,18.6,393.63,9.47
0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276.0,16.4,392.8,13.51
0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276.0,16.4,392.78,9.69
0.11069,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276.0,16.4,396.9,17.92
0.11425,0.0,13.89,1,0.55,6.372999999999999,92.4,3.3633,5,276.0,16.4,393.74,10.5
0.35809,0.0,6.2,1,0.507,6.9510000000000005,88.5,2.8617,8,307.0,17.4,391.7,9.71
0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307.0,17.4,395.24,21.46
0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307.0,17.4,390.39,9.93
0.6147,0.0,6.2,0,0.507,6.617999999999999,80.8,3.2721,8,307.0,17.4,396.9,7.6
0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307.0,17.4,385.05,4.14
0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307.0,17.4,382.0,4.63
